qacc	sacc	bitscore	evalue	sscinames
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_176499	337	2.69e-92	Anaerosacchariphilus polymeriproducens
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_181384	337	2.69e-92	Feifania hominis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_180671	337	2.69e-92	Mediterraneibacter catenae
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_179584	337	2.69e-92	Blautia phocaeensis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_179548	337	2.69e-92	Coprococcus phoceensis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_170495	337	2.69e-92	Blautia faecicola
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_157642	337	2.69e-92	Merdimonas faecis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_147406	337	2.69e-92	Mordavella massiliensis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_178536	337	2.69e-92	Anaerostipes rhamnosivorans
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_118643	337	2.69e-92	Eisenbergiella tayi
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_151895	337	2.69e-92	Anaerocolumna cellulosilytica
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_044265	337	2.69e-92	Ruminococcus gauvreauii
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_104758	337	2.69e-92	Lachnospira multipara ATCC 19207
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_113359	337	2.69e-92	Anaerocolumna aminovalerica
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_113199	337	2.69e-92	Anaerocolumna aminovalerica
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_043775	337	2.69e-92	Moryella indoligenes
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_041236	337	2.69e-92	Lutispora thermophila DSM 19022
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_028827	337	2.69e-92	Shuttleworthia satelles DSM 14600
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_104684	337	2.69e-92	Lachnoanaerobaculum saburreum DSM 3986
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_109014	337	2.69e-92	Blautia faecis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_104842	337	2.69e-92	Eubacterium uniforme
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_118676	335	9.69e-92	Eubacterium xylanophilum
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_171388	335	9.69e-92	Blautia argi
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_118669	333	3.49e-91	[Clostridium] herbivorans
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_181211	331	1.25e-90	Blautia liquoris
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_041960	331	1.25e-90	Blautia luti
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_180986	331	1.25e-90	Sporofaciens musculi
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_180822	331	1.25e-90	Bilifractor porci
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_118692	331	1.25e-90	Blautia obeum ATCC 29174
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_114807	331	1.25e-90	Marvinbryantia formatexigens
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_042152	331	1.25e-90	Marvinbryantia formatexigens
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_118086	331	1.25e-90	Lachnoanaerobaculum orale
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_116747	331	1.25e-90	[Ruminococcus] faecis JCM 15917
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_118667	329	4.51e-90	Lachnospira pectinoschiza
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_171391	329	4.51e-90	Blautia argi
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_029248	329	4.51e-90	[Clostridium] nexile DSM 1787
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_036777	327	1.62e-89	[Ruminococcus] torques
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_165739	326	5.83e-89	Lachnoanaerobaculum gingivalis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_181881	326	5.83e-89	Anaerostipes faecis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_117139	326	5.83e-89	Anaerostipes hadrus
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_117138	326	5.83e-89	Anaerostipes hadrus
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_181215	326	5.83e-89	Anaerostipes faecalis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_121686	326	5.83e-89	[Bacteroides] pectinophilus
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_179135	326	5.83e-89	Anaerostipes hominis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_171389	326	5.83e-89	Blautia argi
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_028915	326	5.83e-89	Anaerostipes caccae
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_104799	326	5.83e-89	Anaerostipes hadrus
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_113231	326	5.83e-89	Blautia glucerasea
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_112789	326	5.83e-89	Blautia glucerasea
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_044049	326	5.83e-89	Coprococcus eutactus
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_118730	324	2.10e-88	[Clostridium] symbiosum
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_029245	322	7.55e-88	Anaerocolumna aminovalerica
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_117645	320	2.71e-87	Vallitalea guaymasensis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_144607	320	2.71e-87	Blautia caecimuris
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_179590	320	2.71e-87	Blautia provencensis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_119217	320	2.71e-87	Blautia producta ATCC 27340 = DSM 2950
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_163638	320	2.71e-87	Blautia hominis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_163637	320	2.71e-87	Blautia hominis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_163636	320	2.71e-87	Blautia hominis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_163635	320	2.71e-87	Blautia hominis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_148837	320	2.71e-87	Abyssivirga alkaniphila
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_163634	320	2.71e-87	Blautia hominis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_147395	320	2.71e-87	Blautia marasmi
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_178840	320	2.71e-87	Blautia pseudococcoides
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_113270	320	2.71e-87	Blautia producta ATCC 27340 = DSM 2950
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_036776	320	2.71e-87	Blautia producta
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_026312	320	2.71e-87	Blautia schinkii
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_125570	320	2.71e-87	Oribacterium parvum ACB1
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_116814	320	2.71e-87	Lachnoanaerobaculum umeaense
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_104687	320	2.71e-87	Blautia hansenii DSM 20583
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_044054	320	2.71e-87	Blautia wexlerae DSM 19850
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_104700	320	2.71e-87	Blautia coccoides
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_119085	318	9.76e-87	[Clostridium] polysaccharolyticum
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_115502	316	3.51e-86	[Ruminococcus] torques
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_114315	316	3.51e-86	Blautia luti DSM 14534
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_181402	315	1.26e-85	Blautia intestinalis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_181395	315	1.26e-85	Qiania dongpingensis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_181392	315	1.26e-85	Simiaoa hominis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_117905	315	1.26e-85	Acetatifactor muris
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_180334	315	1.26e-85	Blautia intestinalis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_179859	315	1.26e-85	Vallitalea okinawensis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_165727	315	1.26e-85	Anaerotignum faecicola
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_159227	315	1.26e-85	Monoglobus pectinilyticus
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_024967	315	1.26e-85	Sporobacterium olearium
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_125571	315	1.26e-85	Oribacterium asaccharolyticum ACB7
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_117867	315	1.26e-85	Blautia stercoris
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_041882	315	1.26e-85	Robinsoniella peoriensis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_029097	315	1.26e-85	Oribacterium sinus
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_044713	313	4.54e-85	Acetitomaculum ruminis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_113360	309	5.87e-84	Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_044022	309	5.87e-84	Howardella ureilytica
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_125677	309	5.87e-84	Vallitalea pronyensis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_102893	309	5.87e-84	Butyrivibrio proteoclasticus
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_117111	309	5.87e-84	Ruminiclostridium cellobioparum subsp. termitidis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_026104	309	5.87e-84	Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_181391	303	2.73e-82	Wujia chipingensis
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_115507	303	2.73e-82	Blautia producta
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_134005	303	2.73e-82	Clostridium bornimense
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_156912	303	2.73e-82	Defluviitalea raffinosedens
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_117912	303	2.73e-82	Defluviitalea saccharophila
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_024661	303	2.73e-82	Eubacterium ruminantium
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_117792	303	2.73e-82	Stomatobaculum longum
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_115345	303	2.73e-82	Acetivibrio alkalicellulosi
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_108630	303	2.73e-82	Natranaerovirga hydrolytica
M00967:43:000000000-A3JHG:1:1101:17894:11800	NR_115510	302	9.83e-82	Coprococcus eutactus
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_181397	353	2.68e-97	Jingyaoa shaoxingensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_028726	353	2.68e-97	Lacrimispora algidixylanolytica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_037068	353	2.68e-97	Lacrimispora xylanolytica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_119068	351	9.62e-97	Lacrimispora aerotolerans
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_180620	348	1.24e-95	Sellimonas monacensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179560	348	1.24e-95	Lachnoclostridium phocaeense
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_156907	348	1.24e-95	Faecalimonas umbilicata
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_114807	348	1.24e-95	Marvinbryantia formatexigens
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_042152	348	1.24e-95	Marvinbryantia formatexigens
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_156081	348	1.24e-95	Kineothrix alysoides
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_156079	348	1.24e-95	Kineothrix alysoides
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_156078	348	1.24e-95	Kineothrix alysoides
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_043680	348	1.24e-95	Enterocloster aldenensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_102852	348	1.24e-95	Lacrimispora saccharolytica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_026494	348	1.24e-95	Lacrimispora saccharolytica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_026493	348	1.24e-95	Lacrimispora indolis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_180048	342	5.79e-94	Clostridium indicum
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_173632	342	5.79e-94	Novisyntrophococcus fermenticellae
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_118692	342	5.79e-94	Blautia obeum ATCC 29174
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_112174	342	5.79e-94	[Clostridium] sphenoides JCM 1415
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_156080	342	5.79e-94	Kineothrix alysoides
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_156077	342	5.79e-94	Kineothrix alysoides
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_147396	342	5.79e-94	Lachnoclostridium pacaense
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_178356	342	5.79e-94	Clostridium geopurificans
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_104899	342	5.79e-94	Hungatella xylanolytica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_024917	342	5.79e-94	[Clostridium] methoxybenzovorans SR3
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_026409	342	5.79e-94	Lacrimispora sphenoides
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_112654	342	5.79e-94	[Clostridium] celerecrescens 18A
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_115211	342	5.79e-94	Lacrimispora amygdalina
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_116814	342	5.79e-94	Lachnoanaerobaculum umeaense
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_041882	342	5.79e-94	Robinsoniella peoriensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_026100	342	5.79e-94	[Clostridium] celerecrescens 18A
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_165739	337	2.69e-92	Lachnoanaerobaculum gingivalis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_181398	337	2.69e-92	Wansuia hejianensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_144610	337	2.69e-92	Extibacter muris
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179638	337	2.69e-92	Dorea phocaeensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_119035	337	2.69e-92	[Clostridium] sphenoides JCM 1415
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_178380	337	2.69e-92	Clostridium indicum
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_134772	337	2.69e-92	Murimonas intestini
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_026312	337	2.69e-92	Blautia schinkii
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_044645	331	1.25e-90	Dorea formicigenerans
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_181402	331	1.25e-90	Blautia intestinalis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_118354	331	1.25e-90	Syntrophococcus sucromutans
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_180833	331	1.25e-90	Waltera intestinalis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_180797	331	1.25e-90	Clostridium porci
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_180334	331	1.25e-90	Blautia intestinalis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_144607	331	1.25e-90	Blautia caecimuris
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_112089	331	1.25e-90	[Clostridium] hylemonae DSM 15053
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_042200	331	1.25e-90	Enterocloster asparagiformis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_036869	331	1.25e-90	Syntrophococcus sucromutans
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_044265	331	1.25e-90	Ruminococcus gauvreauii
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_043551	331	1.25e-90	Lactonifactor longoviformis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_044289	331	1.25e-90	Enterocloster lavalensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_119085	329	4.51e-90	[Clostridium] polysaccharolyticum
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_024719	329	4.51e-90	[Clostridium] hylemonae
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_117905	326	5.83e-89	Acetatifactor muris
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_180822	326	5.83e-89	Bilifractor porci
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_180671	326	5.83e-89	Mediterraneibacter catenae
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_144617	326	5.83e-89	Muricomes intestini
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179658	326	5.83e-89	Massilistercora timonensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179587	326	5.83e-89	Lachnoclostridium edouardi
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_119287	326	5.83e-89	Syntrophococcus sucromutans
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_173570	326	5.83e-89	Gluceribacter canis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179173	326	5.83e-89	Clostridium fessum
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_178255	326	5.83e-89	Fusimonas intestini
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_036928	326	5.83e-89	Hungatella hathewayi
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179584	322	7.55e-88	Blautia phocaeensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_176499	320	2.71e-87	Anaerosacchariphilus polymeriproducens
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_181885	320	2.71e-87	Hominisplanchenecus faecis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_181392	320	2.71e-87	Simiaoa hominis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_041960	320	2.71e-87	Blautia luti
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_133762	320	2.71e-87	Hungatella effluvii
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_180986	320	2.71e-87	Sporofaciens musculi
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_180815	320	2.71e-87	Oliverpabstia intestinalis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_180026	320	2.71e-87	Blautia brookingsii
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_119217	320	2.71e-87	Blautia producta ATCC 27340 = DSM 2950
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_163638	320	2.71e-87	Blautia hominis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_163637	320	2.71e-87	Blautia hominis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_163636	320	2.71e-87	Blautia hominis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_163635	320	2.71e-87	Blautia hominis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_121686	320	2.71e-87	[Bacteroides] pectinophilus
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_157642	320	2.71e-87	Merdimonas faecis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_163634	320	2.71e-87	Blautia hominis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_171444	320	2.71e-87	Blautia argi
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_147395	320	2.71e-87	Blautia marasmi
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_147406	320	2.71e-87	Mordavella massiliensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_178840	320	2.71e-87	Blautia pseudococcoides
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_043681	320	2.71e-87	Enterocloster citroniae
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_171392	320	2.71e-87	Blautia argi
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_171390	320	2.71e-87	Blautia argi
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_113270	320	2.71e-87	Blautia producta ATCC 27340 = DSM 2950
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_036776	320	2.71e-87	Blautia producta
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_027579	320	2.71e-87	[Ruminococcus] lactaris ATCC 29176
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_104737	320	2.71e-87	Eubacterium oxidoreducens
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_104735	320	2.71e-87	Butyrivibrio crossotus
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_117867	320	2.71e-87	Blautia stercoris
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_104687	320	2.71e-87	Blautia hansenii DSM 20583
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_104700	320	2.71e-87	Blautia coccoides
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_144735	315	1.26e-85	Bariatricus massiliensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_181393	315	1.26e-85	Jutongia hominis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_118128	315	1.26e-85	Enterocloster clostridioformis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_113410	315	1.26e-85	Enterocloster bolteae
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_181263	315	1.26e-85	Faecalicatena faecalis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_144612	315	1.26e-85	Frisingicoccus caecimuris
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_144608	315	1.26e-85	Cuneatibacter caecimuris
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179627	315	1.26e-85	Konateibacter massiliensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179590	315	1.26e-85	Blautia provencensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_170495	315	1.26e-85	Blautia faecicola
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_148624	315	1.26e-85	Sellimonas intestinalis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_144722	315	1.26e-85	Drancourtella massiliensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_025567	315	1.26e-85	Enterocloster bolteae
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_026314	315	1.26e-85	Blautia hydrogenotrophica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_117792	315	1.26e-85	Stomatobaculum longum
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_113231	315	1.26e-85	Blautia glucerasea
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_112789	315	1.26e-85	Blautia glucerasea
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_043775	315	1.26e-85	Moryella indoligenes
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_044054	315	1.26e-85	Blautia wexlerae DSM 19850
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_044048	315	1.26e-85	Coprococcus comes ATCC 27758
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_109014	315	1.26e-85	Blautia faecis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_026106	315	1.26e-85	[Eubacterium] cellulosolvens
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_171388	313	4.54e-85	Blautia argi
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_114315	311	1.63e-84	Blautia luti DSM 14534
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_181394	309	5.87e-84	Jutongia huaianensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_181369	309	5.87e-84	Clostridium vitabionis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179631	309	5.87e-84	Corynebacterium dentalis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179548	309	5.87e-84	Coprococcus phoceensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179538	309	5.87e-84	Lachnoclostridium urinimassiliense
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179494	309	5.87e-84	Luxibacter massiliensis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_118690	309	5.87e-84	[Ruminococcus] gnavus ATCC 29149
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_114392	309	5.87e-84	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_117131	309	5.87e-84	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_117128	309	5.87e-84	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_117127	309	5.87e-84	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_117126	309	5.87e-84	Faecalicatena orotica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_152688	309	5.87e-84	Falcatimonas natans
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_036800	309	5.87e-84	[Ruminococcus] gnavus ATCC 29149
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_028785	309	5.87e-84	[Clostridium] scindens
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_024993	309	5.87e-84	[Clostridium] fimetarium
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_116747	309	5.87e-84	[Ruminococcus] faecis JCM 15917
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_042953	309	5.87e-84	Anaerosporobacter mobilis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_044713	307	2.11e-83	Acetitomaculum ruminis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_171391	307	2.11e-83	Blautia argi
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_029248	307	2.11e-83	[Clostridium] nexile DSM 1787
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_044715	305	7.60e-83	Enterocloster clostridioformis
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_118669	305	7.60e-83	[Clostridium] herbivorans
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_181358	303	2.73e-82	Faecalicatena absiana
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_119285	303	2.73e-82	[Clostridium] scindens
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179447	303	2.73e-82	Clostridium transplantifaecale
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179276	303	2.73e-82	Mediterraneibacter butyricigenes
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_179183	303	2.73e-82	Anaerocolumna chitinilytica
M00967:43:000000000-A3JHG:1:1101:2907:11820	NR_137405	303	2.73e-82	Anaerobium acetethylicum
